date_started,date_ended,declaration_type,disaster_type,disaster_title,days_lasted,county,county_fip,state,state_abbr,division_name,region_name,latitude,longitude
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Levy County,FL-075,Florida,FL,South Atlantic,South,29.3178545,-82.820974
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Gilchrist County,FL-041,Florida,FL,South Atlantic,South,29.6871128,-82.820974
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Putnam County,FL-107,Florida,FL,South Atlantic,South,29.6265157,-81.7787021
1999-04-13,,Fire Supression Authorization,Fire,Okeechobee Fire Complex,,Glades County,FL-043,Florida,FL,South Atlantic,South,26.984415,-81.0754657
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Marion County,FL-083,Florida,FL,South Atlantic,South,29.2787765,-82.12784
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Orange County,FL-095,Florida,FL,South Atlantic,South,28.4844995,-81.2518833
1999-04-13,,Fire Supression Authorization,Fire,Okeechobee Fire Complex,,Indian River County,FL-061,Florida,FL,South Atlantic,South,27.6947732,-80.543845
1999-04-13,,Fire Supression Authorization,Fire,Okeechobee Fire Complex,,Highlands County,FL-055,Florida,FL,South Atlantic,South,27.3400286,-81.3400268
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Brevard County,FL-009,Florida,FL,South Atlantic,South,28.263933,-80.7214417
1999-04-13,,Fire Supression Authorization,Fire,Okeechobee Fire Complex,,Okeechobee County,FL-093,Florida,FL,South Atlantic,South,27.3462015,-80.8986502
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Seminole County,FL-117,Florida,FL,South Atlantic,South,28.7131688,-81.2078164
1999-04-13,,Fire Supression Authorization,Fire,Okeechobee Fire Complex,,Martin County,FL-085,Florida,FL,South Atlantic,South,27.0804935,-80.4103957
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Hendry County,FL-051,Florida,FL,South Atlantic,South,26.6105319,-81.0754657
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Osceola County,FL-097,Florida,FL,South Atlantic,South,28.1019838,-81.0754657
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Hillsborough County,FL-057,Florida,FL,South Atlantic,South,27.9903597,-82.3017728
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Bay County,FL-005,Florida,FL,South Atlantic,South,30.1805306,-85.684578
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Palm Beach County,FL-099,Florida,FL,South Atlantic,South,26.6514503,-80.2767327
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Polk County,FL-105,Florida,FL,South Atlantic,South,27.8617347,-81.6911559
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Pinellas County,FL-103,Florida,FL,South Atlantic,South,27.876394,-82.7778579
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Monroe County,FL-087,Florida,FL,South Atlantic,South,24.5557001,-81.7825985
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Lee County,FL-071,Florida,FL,South Atlantic,South,26.6630286,-81.9534815
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Gulf County,FL-045,Florida,FL,South Atlantic,South,29.8001623,-85.354965
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Wakulla County,FL-129,Florida,FL,South Atlantic,South,30.1301689,-84.3542049
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,DeSoto County,FL-027,Florida,FL,South Atlantic,South,27.2142078,-81.7787021
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Calhoun County,FL-013,Florida,FL,South Atlantic,South,30.3475302,-85.1894045
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Leon County,FL-073,Florida,FL,South Atlantic,South,30.4906177,-84.1857115
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Charlotte County,FL-015,Florida,FL,South Atlantic,South,26.8946009,-81.909826
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Jackson County,FL-063,Florida,FL,South Atlantic,South,30.7150882,-85.1894045
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Bradford County,FL-007,Florida,FL,South Atlantic,South,29.9723818,-82.1713632
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Manatee County,FL-081,Florida,FL,South Atlantic,South,27.4799195,-82.345189
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Hardee County,FL-049,Florida,FL,South Atlantic,South,27.4501733,-81.8224362
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Baker County,FL-003,Florida,FL,South Atlantic,South,30.3931168,-82.3017728
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Holmes County,FL-059,Florida,FL,South Atlantic,South,30.8740806,-85.80766
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Hamilton County,FL-047,Florida,FL,South Atlantic,South,30.4755958,-82.9501558
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Washington County,FL-133,Florida,FL,South Atlantic,South,30.548737,-85.684578
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Sarasota County,FL-115,Florida,FL,South Atlantic,South,27.1995986,-82.345189
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Liberty County,FL-077,Florida,FL,South Atlantic,South,30.1507777,-84.8567932
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Columbia County,FL-023,Florida,FL,South Atlantic,South,30.1812696,-82.605118
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Broward County,FL-011,Florida,FL,South Atlantic,South,26.190096,-80.365865
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Union County,FL-125,Florida,FL,South Atlantic,South,30.0745112,-82.345189
1999-04-13,,Fire Supression Authorization,Fire,Tn - Wildfires 4/13/99,,Marion County,TN-115,Tennessee,TN,East South Central,South,35.0928512,-85.643487
1999-04-13,,Fire Supression Authorization,Fire,Tn - Wildfires 4/13/99,,Grundy County,TN-061,Tennessee,TN,East South Central,South,35.4013452,-85.684578
1999-04-13,,Fire Supression Authorization,Fire,Tn - Wildfires 4/13/99,,Sequatchie County,TN-153,Tennessee,TN,East South Central,South,35.3469428,-85.3962769
1999-04-13,,Fire Supression Authorization,Fire,Fl-Fires 04/13/99,,Miami-Dade County,FL-086,Florida,FL,South Atlantic,South,25.5516034,-80.6326916
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Charlotte County,FL-015,Florida,FL,South Atlantic,South,26.8946009,-81.909826
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Glades County,FL-043,Florida,FL,South Atlantic,South,26.984415,-81.0754657
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Jefferson County,FL-065,Florida,FL,South Atlantic,South,30.4311978,-83.8897057
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Okeechobee County,FL-093,Florida,FL,South Atlantic,South,27.3462015,-80.8986502
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Suwannee County,FL-121,Florida,FL,South Atlantic,South,30.2485096,-82.9931607
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Gilchrist County,FL-041,Florida,FL,South Atlantic,South,29.6871128,-82.820974
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,St. Lucie County,FL-111,Florida,FL,South Atlantic,South,27.3225563,-80.543845
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Jackson County,FL-063,Florida,FL,South Atlantic,South,30.7150882,-85.1894045
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Calhoun County,FL-013,Florida,FL,South Atlantic,South,30.3475302,-85.1894045
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Nassau County,FL-089,Florida,FL,South Atlantic,South,30.5927334,-81.8224362
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Wakulla County,FL-129,Florida,FL,South Atlantic,South,30.1301689,-84.3542049
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Osceola County,FL-097,Florida,FL,South Atlantic,South,28.1019838,-81.0754657
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Hamilton County,FL-047,Florida,FL,South Atlantic,South,30.4755958,-82.9501558
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Leon County,FL-073,Florida,FL,South Atlantic,South,30.4906177,-84.1857115
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Collier County,FL-021,Florida,FL,South Atlantic,South,26.069985,-81.4278984
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Clay County,FL-019,Florida,FL,South Atlantic,South,29.9943564,-81.7787021
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Gulf County,FL-045,Florida,FL,South Atlantic,South,29.8001623,-85.354965
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Lee County,FL-071,Florida,FL,South Atlantic,South,26.6630286,-81.9534815
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Union County,FL-125,Florida,FL,South Atlantic,South,30.0745112,-82.345189
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Orange County,FL-095,Florida,FL,South Atlantic,South,28.4844995,-81.2518833
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Baker County,FL-003,Florida,FL,South Atlantic,South,30.3931168,-82.3017728
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Hendry County,FL-051,Florida,FL,South Atlantic,South,26.6105319,-81.0754657
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Liberty County,FL-077,Florida,FL,South Atlantic,South,30.1507777,-84.8567932
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Pinellas County,FL-103,Florida,FL,South Atlantic,South,27.876394,-82.7778579
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Washington County,FL-133,Florida,FL,South Atlantic,South,30.548737,-85.684578
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Levy County,FL-075,Florida,FL,South Atlantic,South,29.3178545,-82.820974
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Hardee County,FL-049,Florida,FL,South Atlantic,South,27.4501733,-81.8224362
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Columbia County,FL-023,Florida,FL,South Atlantic,South,30.1812696,-82.605118
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Palm Beach County,FL-099,Florida,FL,South Atlantic,South,26.6514503,-80.2767327
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Alachua County,FL-001,Florida,FL,South Atlantic,South,29.6579549,-82.3017728
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Walton County,FL-131,Florida,FL,South Atlantic,South,30.5640199,-86.1751759
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Duval County,FL-031,Florida,FL,South Atlantic,South,30.3500511,-81.6035062
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Bradford County,FL-007,Florida,FL,South Atlantic,South,29.9723818,-82.1713632
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Hillsborough County,FL-057,Florida,FL,South Atlantic,South,27.9903597,-82.3017728
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Putnam County,FL-107,Florida,FL,South Atlantic,South,29.6265157,-81.7787021
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Marion County,FL-083,Florida,FL,South Atlantic,South,29.2787765,-82.12784
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Bay County,FL-005,Florida,FL,South Atlantic,South,30.1805306,-85.684578
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,DeSoto County,FL-027,Florida,FL,South Atlantic,South,27.2142078,-81.7787021
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Highlands County,FL-055,Florida,FL,South Atlantic,South,27.3400286,-81.3400268
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Manatee County,FL-081,Florida,FL,South Atlantic,South,27.4799195,-82.345189
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Polk County,FL-105,Florida,FL,South Atlantic,South,27.8617347,-81.6911559
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Broward County,FL-011,Florida,FL,South Atlantic,South,26.190096,-80.365865
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Indian River County,FL-061,Florida,FL,South Atlantic,South,27.6947732,-80.543845
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Gadsden County,FL-039,Florida,FL,South Atlantic,South,30.5562947,-84.6479124
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Monroe County,FL-087,Florida,FL,South Atlantic,South,24.5557001,-81.7825985
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Seminole County,FL-117,Florida,FL,South Atlantic,South,28.7131688,-81.2078164
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Brevard County,FL-009,Florida,FL,South Atlantic,South,28.263933,-80.7214417
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Sarasota County,FL-115,Florida,FL,South Atlantic,South,27.1995986,-82.345189
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Franklin County,FL-037,Florida,FL,South Atlantic,South,29.7817695,-84.8567932
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Martin County,FL-085,Florida,FL,South Atlantic,South,27.0804935,-80.4103957
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Holmes County,FL-059,Florida,FL,South Atlantic,South,30.8740806,-85.80766
1999-04-15,1999-05-25,Emergency Declaration,Fire,Fl-Fires 04/15/99,40.0,Miami-Dade County,FL-086,Florida,FL,South Atlantic,South,25.5516034,-80.6326916
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Cleveland County,OK-027,Oklahoma,OK,West South Central,South,35.254964,-97.3516558
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Noble County,OK-103,Oklahoma,OK,West South Central,South,36.4799034,-97.179026
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Canadian County,OK-017,Oklahoma,OK,West South Central,South,35.5593784,-98.0465185
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,McClain County,OK-087,Oklahoma,OK,West South Central,South,35.0282316,-97.4814163
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Creek County,OK-037,Oklahoma,OK,West South Central,South,35.8362494,-96.3226072
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Okmulgee County,OK-111,Oklahoma,OK,West South Central,South,35.6795873,-95.9832577
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Craig County,OK-035,Oklahoma,OK,West South Central,South,36.7571907,-95.1432068
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Oklahoma County,OK-109,Oklahoma,OK,West South Central,South,35.6038323,-97.3516558
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Payne County,OK-119,Oklahoma,OK,West South Central,South,36.1449988,-97.0068393
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Kingfisher County,OK-073,Oklahoma,OK,West South Central,South,35.9181468,-97.87216
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Grady County,OK-051,Oklahoma,OK,West South Central,South,35.0472662,-97.87216
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Ottawa County,OK-115,Oklahoma,OK,West South Central,South,36.7710787,-94.8105955
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Le Flore County,OK-079,Oklahoma,OK,West South Central,South,34.8622042,-94.645035
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Tulsa County,OK-143,Oklahoma,OK,West South Central,South,36.1593471,-95.940971
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Latimer County,OK-077,Oklahoma,OK,West South Central,South,34.835035,-95.3102505
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Pottawatomie County,OK-125,Oklahoma,OK,West South Central,South,35.275439,-97.0068393
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Caddo County,OK-015,Oklahoma,OK,West South Central,South,35.10556,-98.3088441
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Logan County,OK-083,Oklahoma,OK,West South Central,South,35.9404623,-97.5247243
1999-05-03,1999-05-04,Major Disaster Declaration,Tornado,"Ok, Tornadoes 5/3/99",1.0,Lincoln County,OK-081,Oklahoma,OK,West South Central,South,35.6342646,-96.8350999
1999-05-03,1999-05-06,Major Disaster Declaration,Tornado,Severe Storms And Tornadoes,3.0,Sumner County,KS-191,Kansas,KS,West North Central,Midwest,37.2236052,-97.6114217
1999-05-03,1999-05-06,Major Disaster Declaration,Tornado,Severe Storms And Tornadoes,3.0,Sedgwick County,KS-173,Kansas,KS,West North Central,Midwest,37.6537367,-97.5247243
1999-05-03,1999-05-06,Major Disaster Declaration,Tornado,Severe Storms And Tornadoes,3.0,Reno County,KS-155,Kansas,KS,West North Central,Midwest,37.9569553,-98.0465185
1999-05-04,1999-05-04,Major Disaster Declaration,Tornado,"Tx, Tornado 5/4/99",0.0,Bowie County,TX-037,Texas,TX,West South Central,South,33.4473287,-94.479976
1999-05-04,1999-05-04,Major Disaster Declaration,Tornado,"Tx, Tornado 5/4/99",0.0,Red River County,TX-387,Texas,TX,West South Central,South,33.6072302,-94.976654
1999-05-04,1999-05-04,Major Disaster Declaration,Tornado,"Tx, Tornado 5/4/99",0.0,Gregg County,TX-183,Texas,TX,West South Central,South,32.4892547,-94.8520636
1999-05-04,1999-05-04,Major Disaster Declaration,Tornado,"Tx, Tornado 5/4/99",0.0,Titus County,TX-449,Texas,TX,West South Central,South,33.2493126,-94.976654
1999-05-05,1999-05-09,Fire Supression Authorization,Fire,Mi - Tower Lake Mountain Fire - 05/06/1999,4.0,Marquette County,MI-103,Michigan,MI,East North Central,Midwest,46.644579,-87.5593823
1999-05-14,,Fire Supression Authorization,Fire,Jacksonville District Fire,,Duval County,FL-031,Florida,FL,South Atlantic,South,30.3500511,-81.6035062
1999-05-14,,Fire Supression Authorization,Fire,Jacksonville District Fire,,Nassau County,FL-089,Florida,FL,South Atlantic,South,30.5927334,-81.8224362
1999-05-14,,Fire Supression Authorization,Fire,Jacksonville District Fire,,Clay County,FL-019,Florida,FL,South Atlantic,South,29.9943564,-81.7787021
1999-06-04,1999-06-18,Major Disaster Declaration,Tornado,"Severe Storms, Tornadoes And Flooding",14.0,Shannon County,SD-113,South Dakota,SD,West North Central,Midwest,43.2437442,-102.6216211
1999-06-04,1999-06-18,Major Disaster Declaration,Tornado,"Severe Storms, Tornadoes And Flooding",14.0,Shannon County,SD-113,South Dakota,SD,West North Central,Midwest,43.2437442,-102.6216211
1999-06-04,1999-06-18,Major Disaster Declaration,Tornado,"Severe Storms, Tornadoes And Flooding",14.0,Oglala Sioux Tribe of the Pine Ridge Reservation,,South Dakota,SD,West North Central,Midwest,43.0255408,-102.5562743
1999-06-11,1999-06-12,Fire Supression Authorization,Fire,Az - Rainbow Fire - 06/11/1999,1.0,Gila County,AZ-007,Arizona,AZ,Mountain,West,33.6370567,-110.5215459
1999-06-11,1999-06-12,Fire Supression Authorization,Fire,Az - Rainbow Fire - 06/11/1999,1.0,Navajo County,AZ-017,Arizona,AZ,Mountain,West,35.4019765,-110.1402594
1999-07-02,1999-07-04,Fire Supression Authorization,Fire,Mira Loma Fire,2.0,Washoe County,NV-031,Nevada,NV,Mountain,West,40.5608387,-119.6035495
1999-07-24,1999-07-26,Fire Supression Authorization,Fire,Fishel Creek Fire Complex,2.0,Musselshell County,MT-065,Montana,MT,Mountain,West,46.4218783,-108.4064758
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Armstrong County,TX-011,Texas,TX,West South Central,South,34.937162,-101.4339148
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Bosque County,TX-035,Texas,TX,West South Central,South,31.8507607,-97.6982272
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Calhoun County,TX-057,Texas,TX,West South Central,South,28.4169365,-96.663812
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Cochran County,TX-079,Texas,TX,West South Central,South,33.5643803,-102.8975098
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Deaf Smith County,TX-117,Texas,TX,West South Central,South,35.0017354,-102.5298028
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Erath County,TX-143,Texas,TX,West South Central,South,32.1793404,-98.2212979
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Coryell County,TX-099,Texas,TX,West South Central,South,31.4774358,-97.87216
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Gaines County,TX-165,Texas,TX,West South Central,South,32.6987519,-102.7135121
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Guadalupe County,TX-187,Texas,TX,West South Central,South,29.6477307,-97.87216
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Hudspeth County,TX-229,Texas,TX,West South Central,South,31.5707433,-105.5943388
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Haskell County,TX-207,Texas,TX,West South Central,South,33.1403423,-99.8124935
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Lamb County,TX-279,Texas,TX,West South Central,South,34.1486153,-102.3463875
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Jones County,TX-253,Texas,TX,West South Central,South,32.7833435,-99.8124935
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Lubbock County,TX-303,Texas,TX,West South Central,South,33.6753624,-101.7979613
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Archer County,TX-009,Texas,TX,West South Central,South,33.5761511,-98.7481167
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Caldwell County,TX-055,Texas,TX,West South Central,South,29.8849106,-97.6699144
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Clay County,TX-077,Texas,TX,West South Central,South,33.7900416,-98.2212979
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Borden County,TX-033,Texas,TX,West South Central,South,32.8233108,-101.4339148
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Cooke County,TX-097,Texas,TX,West South Central,South,33.6672185,-97.3516558
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,DeWitt County,TX-123,Texas,TX,West South Central,South,29.1235194,-97.3516558
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Ellis County,TX-139,Texas,TX,West South Central,South,32.2619765,-96.8350999
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Freestone County,TX-161,Texas,TX,West South Central,South,31.7534889,-96.1526985
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Grimes County,TX-185,Texas,TX,West South Central,South,30.4829853,-95.9832577
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Hartley County,TX-205,Texas,TX,West South Central,South,35.8647957,-102.5298028
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Howard County,TX-227,Texas,TX,West South Central,South,32.2875944,-101.4339148
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Johnson County,TX-251,Texas,TX,West South Central,South,32.4133566,-97.3516558
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Lamar County,TX-277,Texas,TX,West South Central,South,33.75694,-95.6457951
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Loving County,TX-301,Texas,TX,West South Central,South,31.8883434,-103.6362715
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Brazoria County,TX-039,Texas,TX,West South Central,South,29.2131857,-95.4777811
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Bailey County,TX-017,Texas,TX,West South Central,South,34.0913057,-102.8975098
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Camp County,TX-063,Texas,TX,West South Central,South,32.9567043,-94.9974461
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Coleman County,TX-083,Texas,TX,West South Central,South,31.7320219,-99.456155
1999-08-01,1999-12-10,Emergency Declaration,Fire,Extreme Fire Hazards,131.0,Crane County,TX-103,Texas,TX,West South Central,South,31.4654966,-102.5298028
